Statement,Link,Date,Source,Label
"""Unemployment has been on the rise throughout Wisconsin"" as Paul Ryan stepped up his advocacy of ""immigration increases.""",https://www.politifact.com/factchecks/2013/aug/09/federation-american-immigration-reform/group-says-wisconsin-jobless-rate-was-rise-while-p/,"ugust 9, 2013",Federation for American Immigration Reform,barely-true
"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",https://www.politifact.com/factchecks/2013/aug/09/mike-collins/does-truck-claim-carry-its-weight-accuracy/,"ugust 9, 2013",Mike Collins,mostly-true
"""There is no planned air-conditioned restaurant out on the Lens.""",https://www.politifact.com/factchecks/2013/aug/08/kathleen-ford/kathleen-ford-says-lens-design-new-pier-does-not-i/,"ugust 8, 2013",Kathleen Ford,mostly-true
"Says Florida refused to allow the insurance commissioner to ""negotiate lower rates with companies or refuse rates that are too high"" under Obamacare.",https://www.politifact.com/factchecks/2013/aug/08/ted-deutch/florida-democrats-say-gov-rick-scott-and-legislatu/,"ugust 8, 2013",Ted Deutch,true
Says some Austin school district classrooms lack electrical outlets.,https://www.politifact.com/factchecks/2013/aug/08/ramey-ko/prospective-house-candidate-says-austin-school-dis/,"ugust 8, 2013",Ramey Ko,pants-fire
"""Obamacare … carries on even under a government shutdown.""",https://www.politifact.com/factchecks/2013/aug/08/paul-ryan/paul-ryan-says-government-shutdown-wouldnt-sidelin/,"ugust 8, 2013",Paul Ryan,mostly-true
"""Half of all adults have a pre-existing condition"" that could affect their health care coverage.",https://www.politifact.com/factchecks/2013/aug/07/jan-schakowsky/schakowsky-says-half-all-adults-have-pre-existing-/,"ugust 7, 2013",Jan Schakowsky,mostly-true
"""Texas women make an average of $8,355 less per year than men doing the very same job.""",https://www.politifact.com/factchecks/2013/aug/07/wendy-davis/wendy-davis-says-men-paid-more-8000-more-women-sam/,"ugust 7, 2013",Wendy Davis,barely-true
"""Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.""",https://www.politifact.com/factchecks/2013/aug/07/alan-krueger/alan-krueger-top-economist-obama-says-most-new-job/,"ugust 7, 2013",Alan Krueger,true
"""This year, the overwhelming majority of new jobs are part time.""",https://www.politifact.com/factchecks/2013/aug/07/susan-collins/susan-collins-says-year-overwhelming-majority-new-/,"ugust 7, 2013",Susan Collins,true
"""The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.""",https://www.politifact.com/factchecks/2013/aug/07/nancy-gordeuk/home-school-nontraditional-education-centers-face-/,"ugust 7, 2013",Nancy Gordeuk,half-true
Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,https://www.politifact.com/factchecks/2013/aug/06/america/foramerica-says-houston-national-cemetery-preventi/,"ugust 6, 2013",ForAmerica,false
"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.",https://www.politifact.com/factchecks/2013/aug/06/michelle-nunn/senate-candidate-pushes-war-vets-medicaid-plan/,"ugust 6, 2013",Michelle Nunn,true
"The federal deficit is ""growing.""",https://www.politifact.com/factchecks/2013/aug/05/eric-cantor/eric-cantor-says-federal-deficit-growing/,"ugust 5, 2013",Eric Cantor,half-true
"Under Obamacare, people who ""have a doctor they’ve been seeing for the last 15 or 20 years, they won’t be able to keep going to that doctor.""",https://www.politifact.com/factchecks/2013/aug/05/marco-rubio/marco-rubio-says-patients-wont-keep-doctors-obamac/,"ugust 5, 2013",Marco Rubio,barely-true
A judge took the Star Scientific tax case away from Ken Cuccinelli,https://www.politifact.com/factchecks/2013/aug/05/terry-mcauliffe/mcauliffe-says-judge-removed-ken-cuccinelli-star-s/,"ugust 5, 2013",Terry McAuliffe,barely-true
"""For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed.""",https://www.politifact.com/factchecks/2013/aug/05/brian-schatz/hawaii-senator-says-97-percent-greenlands-ice-shee/,"ugust 5, 2013",Brian Schatz,half-true
"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",https://www.politifact.com/factchecks/2013/aug/04/chris-christie/chris-christie-claims-kentucky-gets-more-twice-bac/,"ugust 4, 2013",Chris Christie,true
"A Republican housing finance reform bill ""would eliminate a person’s ability to obtain 15- and 30-year mortgages.""",https://www.politifact.com/factchecks/2013/aug/04/gwen-moore/gop-bill-would-put-traditional-home-mortgages-out-/,"ugust 4, 2013",Gwen Moore,half-true
"""They’ve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.""",https://www.politifact.com/factchecks/2013/aug/04/elizabeth-roberts/theyve-seen-employer-supported-coverage-increase-m/,"ugust 4, 2013",Elizabeth Roberts,true
"Says Greg Abbott ""converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.""",https://www.politifact.com/factchecks/2013/aug/02/lone-star-project/democratic-group-says-abbott-misspent-1-million-pl/,"ugust 2, 2013",Lone Star Project,false
"Says the 2014-15 state budget ""cut border security and funding to fight criminal gangs.""",https://www.politifact.com/factchecks/2013/aug/02/dan-patrick/dan-patrick-says-2014-15-state-budget-cut-border-s/,"ugust 2, 2013",Dan Patrick,barely-true
"Says about NSA data collection: ""Every member in both parties who served on the Intelligence Committee voted in favor of this.""",https://www.politifact.com/factchecks/2013/aug/02/tom-cole/rep-tom-cole-says-his-nsa-vote-backed-entire-intel/,"ugust 2, 2013",Tom Cole,mostly-true
"Rick Scott ""increased tuition at our state colleges and universities by double digits.""",https://www.politifact.com/factchecks/2013/aug/02/florida-democratic-party/rick-scott-increased-tuition-our-state-colleges-an/,"ugust 2, 2013",Florida Democratic Party,barely-true
"""This year, we're off to our best private-sector jobs growth since 1999.""",https://www.politifact.com/factchecks/2013/aug/02/barack-obama/barack-obama-says-year-best-start-private-sector-j/,"ugust 2, 2013",Barack Obama,mostly-true
"""A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.""",https://www.politifact.com/factchecks/2013/aug/02/don-lemon/educational-levels-generally-make-difference-earni/,"ugust 2, 2013",Don Lemon,mostly-true
"""The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.""",https://www.politifact.com/factchecks/2013/aug/01/rick-kriseman/rick-kriseman-says-red-light-cameras-change-driver/,"ugust 1, 2013",Rick Kriseman,half-true
"""Even the employees’ union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.""",https://www.politifact.com/factchecks/2013/aug/01/marco-rubio/marco-rubio-says-union-irs-workers-begging-be-let-/,"ugust 1, 2013",Marco Rubio,barely-true
"Says Oregon’s political tax credit is something ""every state should have and no other state does.""",https://www.politifact.com/factchecks/2013/aug/01/kari-chisholm/oregon-alone-having-political-tax-credit/,"ugust 1, 2013",Kari Chisholm,false
"""Our recent state budgets have far exceeded population and inflation growth.""",https://www.politifact.com/factchecks/2013/aug/01/tom-pauken/tom-pauken-says-recent-state-budgets-have-greatly-/,"ugust 1, 2013",Tom Pauken,barely-true
"The sequester has ""already lost 1.6 million jobs.""",https://www.politifact.com/factchecks/2013/aug/01/harry-reid/reid-says-sequester-has-already-cost-16-million-jo/,"ugust 1, 2013",Harry Reid,false
"Says the State Department spent $630,000 to get 2 million Facebook ""Likes.""",https://www.politifact.com/factchecks/2013/aug/01/rob-portman/sen-rob-portman-says-tax-dollars-went-down-drain-b/,"ugust 1, 2013",Rob Portman,true
"""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",https://www.politifact.com/factchecks/2013/aug/01/david-cicilline/us-rep-david-cicilline-says-passing-senate-approve/,"ugust 1, 2013",David Cicilline,true
"The minimum wage is ""lower right now than it was when Ronald Reagan took office.""",https://www.politifact.com/factchecks/2013/jul/31/barack-obama/barack-obama-says-minimum-wage-pays-less-now-when-/,"July 31, 2013",Barack Obama,mostly-true
"Says a Justice Department memo ""directs that you must openly embrace gay marriage and homosexuality.""",https://www.politifact.com/factchecks/2013/jul/31/louie-gohmert/gohmert-charges-justice-department-telling-employe/,"July 31, 2013",Louie Gohmert,barely-true
"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.""",https://www.politifact.com/factchecks/2013/jul/31/barack-obama/obama-says-keystone-xl-would-mean-maybe-2000-jobs/,"July 31, 2013",Barack Obama,false
"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",https://www.politifact.com/factchecks/2013/jul/31/tom-fanning/energy-subsidies-claim-needs-more-context/,"July 31, 2013",Tom Fanning,half-true
"""Over 12,000 school kids were arrested in Florida. It makes Florida the nation's leader in that area.""",https://www.politifact.com/factchecks/2013/jul/30/dream-defenders/over-12000-school-kids-were-arrested-florida-it-ma/,"July 30, 2013",Dream Defenders,half-true
Ninety million Americans either aren’t working or aren’t looking for work.,https://www.politifact.com/factchecks/2013/jul/30/blog-posting/are-90-million-americans-not-working-or-looking-wo/,"July 30, 2013",Bloggers,barely-true
"""I was banned from talking about"" Bill Ayers during the 2008 presidential campaign.",https://www.politifact.com/factchecks/2013/jul/30/sarah-palin/sarah-palin-says-gop-banned-mention-ayers-08/,"July 30, 2013",Sarah Palin,pants-fire
A provision of the Senate immigration bill would require you to have government permission to get a second job.,https://www.politifact.com/factchecks/2013/jul/30/charles-kuck/immigration-claim-about-second-jobs-doesnt-really-/,"July 30, 2013",Charles Kuck,half-true
"""More than 72 percent of children in the African-American community are born out of wedlock.""",https://www.politifact.com/factchecks/2013/jul/29/don-lemon/cnns-don-lemon-says-more-72-percent-african-americ/,"July 29, 2013",Don Lemon,true
"Says HJM 20 ""was the only bill not assigned to a House committee.""",https://www.politifact.com/factchecks/2013/jul/29/oregon-catalyst/was-bill-condeming-irs-scandal-only-one-not-referr/,"July 29, 2013",Oregon Catalyst,false
"""I was filibustered.""",https://www.politifact.com/factchecks/2013/jul/29/rob-portman/sen-rob-portman-ohio-says-he-was-once-filibustered/,"July 29, 2013",Rob Portman,mostly-true
"Under Obamacare, ""75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.""",https://www.politifact.com/factchecks/2013/jul/29/marco-rubio/sen-marco-rubio-says-75-small-businesses-say-theyl/,"July 29, 2013",Marco Rubio,pants-fire
"President Barack Obama has ""announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.""",https://www.politifact.com/factchecks/2013/jul/29/john-boehner/john-boehner-says-barack-obama-has-promised-veto-u/,"July 29, 2013",John Boehner,half-true
"The federal Consumer Financial Protection Bureau is ""collecting financial information, monitoring financial information of millions of Americans"" without their knowledge and ""storing it for up to 10 years.""",https://www.politifact.com/factchecks/2013/jul/29/sean-duffy/us-agency-monitoring-millions-americans-financial-/,"July 29, 2013",Sean Duffy,half-true
"""Every single month since 1985 has been warmer than the historic average. All 12 of the warmest years on record have come in the last 15 years.""",https://www.politifact.com/factchecks/2013/jul/28/rush-holt/rush-holt-warns-millions-will-die-climate-change-g/,"July 28, 2013",Rush Holt,true
"""Rhode Island has the highest percentage of lawyers per capita in the country.""",https://www.politifact.com/factchecks/2013/jul/28/helio-melo/rep-helio-melo-says-ri-has-highest-percentage-lawy/,"July 28, 2013",Helio Melo,false
"""We have no idea what is contained in [electronic cigarette] vapor.""",https://www.politifact.com/factchecks/2013/jul/27/teresa-tanzi/rhode-island-rep-teresa-tanzi-says-contents-electr/,"July 27, 2013",Teresa Tanzi,false
Says residents of Texas and San Antonio can be fired or denied jobs because they are gay.,https://www.politifact.com/factchecks/2013/jul/26/leticia-van-de-putte/leticia-van-de-putte-says-residents-texas-and-san-/,"July 26, 2013",Leticia Van de Putte,half-true
"""U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!""",https://www.politifact.com/factchecks/2013/jul/26/chain-email/homeland-security-can-seize-safe-deposit-boxes-wit/,"July 26, 2013",Chain email,pants-fire
"Rick Scott  ""invested $38 million in the Port of Jacksonville's vital Mile Point Project,"" which ""covered missing federal funds for the project.""",https://www.politifact.com/factchecks/2013/jul/26/republican-party-florida/republicans-greet-obama-ad-touting-lack-federal-mo/,"July 26, 2013",Republican Party of Florida,mostly-true
"""Our businesses have created nearly twice as many jobs in this recovery as they had at the same point in the last recovery, when there was no Obamacare.""",https://www.politifact.com/factchecks/2013/jul/26/barack-obama/barack-obama-says-businesses-have-created-nearly-t/,"July 26, 2013",Barack Obama,half-true
"Says the reasoning behind Portland's high water and sewer rates is ""all kinds of ’pet projects’ unrelated to the core function of the water and sewer bureaus""",https://www.politifact.com/factchecks/2013/jul/26/portlanders-water-reform/are-pet-projects-blame-portlands-high-water-and-se/,"July 26, 2013",Portlanders for Water Reform,barely-true
"The Republican-authored state budget includes a provision ""forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.""",https://www.politifact.com/factchecks/2013/jul/26/dave-hansen/wisconsin-sen-dave-hansen-says-state-budget-forces/,"July 26, 2013",Dave Hansen,false
"""The Senate immigration bill is … filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.""",https://www.politifact.com/factchecks/2013/jul/26/karen-handel/immigration-bill-includes-several-nods-industries/,"July 26, 2013",Karen Handel,true
"Says ""our deficits are falling at the fastest rate in 60 years.""",https://www.politifact.com/factchecks/2013/jul/25/barack-obama/obama-says-deficit-falling-fastest-rate-60-years/,"July 25, 2013",Barack Obama,true
"""The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical family’s incomes barely budged.""",https://www.politifact.com/factchecks/2013/jul/25/barack-obama/barack-obama-says-top-1-percent-saw-incomes-quadru/,"July 25, 2013",Barack Obama,true
"Patrick Murphy voted for Obamacare in 2010, ""yet he reversed himself and voted to delay"" the employer mandate and the individual mandate.",https://www.politifact.com/factchecks/2013/jul/25/americans-prosperity/americans-prosperity-says-patrick-murphy-flip-flop/,"July 25, 2013",Americans for Prosperity,barely-true
"""Most of the U.S. Senate is comprised of multimillionaires.""",https://www.politifact.com/factchecks/2013/jul/25/sheila-oliver/sheila-oliver-says-us-senate-mostly-made-multi-mil/,"July 25, 2013",Sheila Oliver,mostly-true
"""In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.""",https://www.politifact.com/factchecks/2013/jul/25/buzzfeed/buzzfeed-awesome-fact-about-toothbrush-and-toothpa/,"July 25, 2013",BuzzFeed,pants-fire
"""Gangs have increased by 40 percent since this president was elected.""",https://www.politifact.com/factchecks/2013/jul/24/newt-gingrich/newt-gingrich-says-gangs-have-increased-40-percent/,"July 24, 2013",Newt Gingrich,half-true
"""Homicides against blacks have tripled"" since Florida’s ""stand your ground"" law has been in existence.",https://www.politifact.com/factchecks/2013/jul/24/jesse-jackson/homicides-blacks-have-tripled-stand-your-ground-wa/,"July 24, 2013",Jesse Jackson,false
"Says last year ""13 million (health insurance) rebates went out, in all 50 states. Another 8.5 (million) rebates are being sent out this summer, averaging around 100 bucks each.""",https://www.politifact.com/factchecks/2013/jul/24/barack-obama/barack-obama-says-millions-benefit-insurance-compa/,"July 24, 2013",Barack Obama,half-true
"""The U.S. Postal Service doesn’t run on your tax dollars. It’s funded solely by stamps and postage.""",https://www.politifact.com/factchecks/2013/jul/24/american-postal-workers-union/postal-service-claim-not-fully-target/,"July 24, 2013",American Postal Workers Union,half-true
"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of  ""stand your ground.""",https://www.politifact.com/factchecks/2013/jul/23/instagram-posts/are-jay-z-justin-timberlake-and-rihanna-joining-st/,"July 23, 2013",Instagram posts,false
"""The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%.""",https://www.politifact.com/factchecks/2013/jul/23/rick-scott/florida-national-guard-members-fought-overseas-now/,"July 23, 2013",Rick Scott,half-true
Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,https://www.politifact.com/factchecks/2013/jul/23/roger-williams/says-obama-policies-contributed-raising-gas-prices/,"July 23, 2013",Roger Williams,barely-true
"""The president … by executive order"" could grant voting rights to illegal immigrants who are newly legalized under pending legislation.",https://www.politifact.com/factchecks/2013/jul/23/michele-bachmann/michele-bachmann-says-barack-obama-can-use-executi/,"July 23, 2013",Michele Bachmann,pants-fire
"A ""hidden"" provision in the health care law taxes sporting goods as medical devices.",https://www.politifact.com/factchecks/2013/jul/23/chain-email/errant-email-health-care-law-comes-georgia/,"July 23, 2013",Chain email,pants-fire
"""The president has had 1,540 of his nominations confirmed, only four defeated.""",https://www.politifact.com/factchecks/2013/jul/22/mitch-mcconnell/obama-only-four-nominations-defeated-mcconnell-say/,"July 22, 2013",Mitch McConnell,half-true
"New school testing standards ""will consume approximately twenty days of testing for elementary, middle and high school students.""",https://www.politifact.com/factchecks/2013/jul/22/will-weatherford/new-tests-could-take-20-school-days-say-will-weath/,"July 22, 2013",Will Weatherford,mostly-true
"""In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.""",https://www.politifact.com/factchecks/2013/jul/22/democratic-party-virginia/democrats-says-cuccinelli-whether-social-security-/,"July 22, 2013",Democratic Party of Virginia,barely-true
"The ocean is now ""much more acidic . . . than it has been for many millions of years.""",https://www.politifact.com/factchecks/2013/jul/22/al-gore/al-gore-says-ocean-acidity-levels-havent-been-high/,"July 22, 2013",Al Gore,half-true
"The city of Brookhaven’s ordinance could cause the Pink Pony to close, thereby ""putting 300 Pink Pony employees out of work in this economy.""",https://www.politifact.com/factchecks/2013/jul/22/pink-pony/pink-pony-ad-warns-fight-could-cost-jobs/,"July 22, 2013",Pink Pony,half-true
"""We’re importing about 10 percent of our milk supply. We’re America’s Dairyland, but yet we don’t have enough milk in this state to meet the demand for our cheesemakers.""",https://www.politifact.com/factchecks/2013/jul/22/scott-walker/americas-dairyland-needs-import-10-its-milk-gov-sc/,"July 21, 2013",Scott Walker,mostly-true
On residency requirements for public workers,https://www.politifact.com/factchecks/2013/jul/21/chris-abele/twists-turns-tale-county-executive-chris-abele-and/,"July 21, 2013",Chris Abele,half-flip
"The oceans ""have become 30 percent more acidic.""",https://www.politifact.com/factchecks/2013/jul/21/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-oceans-are-30-perce/,"July 21, 2013",Sheldon Whitehouse,mostly-true
"Says an investigative report concluded Ken Cuccinelli ""should have been prosecuted"" for disclosure violations, but Virginia's law was too weak.",https://www.politifact.com/factchecks/2013/jul/21/terry-mcauliffe/mcauliffe-says-investigation-concluded-cuccinelli-/,"July 20, 2013",Terry McAuliffe,pants-fire
"Portland Bureau of Transportation ""barely break(s) even"" ticketing motorists.",https://www.politifact.com/factchecks/2013/jul/20/portland-bureau-transportation-pbot/does-portland-break-even-enforcing-parking-regulat/,"July 20, 2013",Portland Bureau of Transportation (PBOT),half-true
"""Since I was elected, crime rates have been at their lowest in over a decade.""",https://www.politifact.com/factchecks/2013/jul/19/bill-foster/bill-foster-says-st-petersburg-crime-rates-have-be/,"July 19, 2013",Bill Foster,mostly-true
"""Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.""",https://www.politifact.com/factchecks/2013/jul/19/facebook-posts/gop-stoppers-say-texas-ranks-poorly-worker-deaths-/,"July 19, 2013",Facebook posts,half-true
"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",https://www.politifact.com/factchecks/2013/jul/19/tom-cole/rep-tom-cole-says-food-stamp-spending-doubled-unde/,"July 19, 2013",Tom Cole,true
"""Georgia is nearly 50 percent Democratic and (the Republican majority) diminished our voting strength to 32 percent through gerrymandered maps.""",https://www.politifact.com/factchecks/2013/jul/19/nikema-williams/georgia-democrats-blame-their-numbers-gerrymanderi/,"July 19, 2013",Nikema Williams,half-true
"Says Barack Obama is getting his nominees confirmed ""faster than President (George W.) Bush was at the same time in his second term.""",https://www.politifact.com/factchecks/2013/jul/18/mitch-mcconnell/barack-obama-getting-his-nominees-confirmed-faster/,"July 18, 2013",Mitch McConnell,false
"Says in Texas ""it's legal to shoot someone who's committing a ‘public nuisance’ under the cover of dark.""",https://www.politifact.com/factchecks/2013/jul/18/robert-reich/robert-reich-says-its-legal-texas-shoot-someone-cr/,"July 18, 2013",Robert Reich,false
"Farming is ""one of the fastest growing areas of our economy.""",https://www.politifact.com/factchecks/2013/jul/18/lincoln-chafee/governor-lincoln-chafee-says-farming-one-fastest-g/,"July 18, 2013",Lincoln Chafee,barely-true
"""In the 513 days between Trayvon dying, and today’s verdict, 11,106 African-Americans have been murdered by other African-Americans.""",https://www.politifact.com/factchecks/2013/jul/17/tweets/look-statistic-blacks-and-murder/,"July 17, 2013",Tweets,barely-true
"""This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.""",https://www.politifact.com/factchecks/2013/jul/17/john-boehner/house-speaker-john-boehner-says-rushed-farm-bill-w/,"July 17, 2013",John Boehner,barely-true
"Says Austin is the ""largest city in America without a congressional district anchored in it.""",https://www.politifact.com/factchecks/2013/jul/17/elliott-naishtat/austin-legislator-calls-austin-largest-us-city-wit/,"July 17, 2013",Elliott Naishtat,true
"""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""",https://www.politifact.com/factchecks/2013/jul/16/kathleen-ford/kathleen-ford-says-private-prisons-use-third-grade/,"July 16, 2013",Kathleen Ford,pants-fire
Says health insurance premiums will rise under Obamacare.,https://www.politifact.com/factchecks/2013/jul/16/americans-prosperity/afp-ad-says-premiums-will-rise-under-obamacare/,"July 16, 2013",Americans for Prosperity,half-true
"Says ""excise taxes are...disproportionately burdening middle- and lower-income consumers.""",https://www.politifact.com/factchecks/2013/jul/16/david-sutton/spokesman-takes-obama-cigarette-tax-idea/,"July 16, 2013",David Sutton,mostly-true
"""Women still earn about 77 cents for every dollar a man earns for working the same job.""",https://www.politifact.com/factchecks/2013/jul/15/terry-mcauliffe/mcauliffe-says-women-earn-77-percent-mens-pay-same/,"July 15, 2013",Terry McAuliffe,barely-true
"The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent, respectively, since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties.",https://www.politifact.com/factchecks/2013/jul/15/karl-rove/hispanic-growth-georgia-counties-shows-need-better/,"July 15, 2013",Karl Rove,mostly-true
"""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""",https://www.politifact.com/factchecks/2013/jul/14/barbara-buono/barbara-buono-claims-newark-unemployment-13-percen/,"July 14, 2013",Barbara Buono,true
"In Rhode Island, 9 percent of workers use the state's temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",https://www.politifact.com/factchecks/2013/jul/14/patricia-morgan/rep-patricia-morgan-says-9-percent-rhode-island-wo/,"July 14, 2013",Patricia Morgan,barely-true
"Says that in Curry County, ""if you make a 911 call you’re likely to wait for an hour for a response.""",https://www.politifact.com/factchecks/2013/jul/13/jeff-kruse/likely-911-response-time-curry-county-one-hour/,"July 13, 2013",Jeff Kruse,half-true
"""A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.""",https://www.politifact.com/factchecks/2013/jul/12/judicial-watch/judicial-watch-says-department-justice-unit-organi/,"July 12, 2013",Judicial Watch,barely-true
"Says if Texas abortion measure passes, ""someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.""",https://www.politifact.com/factchecks/2013/jul/12/gilberto-hinojosa/gilberto-hinojosa-texas-abortion-cancer/,"July 12, 2013",Gilberto Hinojosa,pants-fire
Says Obama administration delay of health care law's employer mandate affects about 1 percent of the American workforce.,https://www.politifact.com/factchecks/2013/jul/12/robert-menendez/sen-robert-menendez-says-obamacares-employer-manda/,"July 12, 2013",Robert Menendez,mostly-true
"""Twenty-four percent of doctors in Virginia currently don’t accept new Medicaid patients because the reimbursement rates are so low.""",https://www.politifact.com/factchecks/2013/jul/12/dave-schwartz/dave-schwartz-says-24-percent-virginia-doctors-won/,"July 12, 2013",Dave Schwartz,mostly-true
Paula Deen supported and campaigned for Barack Obama.,https://www.politifact.com/factchecks/2013/jul/12/larry-elder/claim-deen-backed-obama-lacks-key-ingredients/,"July 12, 2013",Larry Elder,false
"""Upwards of 90 percent"" of women seeking an abortion decide not to have an abortion after seeing an ultrasound.",https://www.politifact.com/factchecks/2013/jul/12/rachel-campos-duffy/more-90-women-change-their-minds-about-having-abor/,"July 12, 2013",Rachel Campos-Duffy,false
"Miami-Dade has ""the nation’s highest-rated tap water.""",https://www.politifact.com/factchecks/2013/jul/12/miami-dade-county/miami-dade-has-nations-highest-rated-tap-water/,"July 12, 2013",Miami-Dade County,false
"Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound.""",https://www.politifact.com/factchecks/2013/jul/12/ohio-democratic-party/ohio-democratic-party-says-ohio-house-bill-would-r/,"July 12, 2013",Ohio Democratic Party,half-true
"""There was a Gallup poll in Egypt last year, and 70 percent of Egyptians don't want our money.""",https://www.politifact.com/factchecks/2013/jul/11/rand-paul/rand-paul-says-gallup-poll-found-70-percent-egypti/,"July 11, 2013",Rand Paul,true
Says a growing number of extremely premature babies survive into healthy childhood.,https://www.politifact.com/factchecks/2013/jul/11/rick-perry/rick-perry-says-more-and-more-extremely-premature-/,"July 11, 2013",Rick Perry,mostly-true
"Says Texas has more than 80,000 abortions each year.",https://www.politifact.com/factchecks/2013/jul/10/jonathan-stickland/jonathan-stickland-says-Texas-80000-abortions/,"July 10, 2013",Jonathan Stickland,barely-true
"""More Americans receive food aid than work in (the) private sector.""",https://www.politifact.com/factchecks/2013/jul/10/allen-west/allen-west-says-more-americans-receive-food-aid-wo/,"July 10, 2013",Allen West,false
"Says ""Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).""",https://www.politifact.com/factchecks/2013/jul/10/jeb-bush/jeb-bush-says-canada-issues-more-150000-high-skill/,"July 10, 2013",Jeb Bush,half-true
"""I’m the only candidate for governor who’s rolled out any policies so far.""",https://www.politifact.com/factchecks/2013/jul/10/ken-cuccinelli/cuccinelli-says-mcauliffe-has-rolled-out-no-polici/,"July 10, 2013",Ken Cuccinelli,false
"Most Americans want ""traditional marriage,"" as defined by the Defense of Marriage Act.",https://www.politifact.com/factchecks/2013/jul/10/bill-johnson/rep-bill-johnson-says-most-americans-want-traditio/,"July 10, 2013",Bill Johnson,barely-true
"Economic Development Commission Executive Director Keith Stokes ""sent me a letter and he said the taxpayers will never be on the hook for these bonds"" for 38 Studios.",https://www.politifact.com/factchecks/2013/jul/10/charlene-lima/rhode-island-rep-charlene-lima-said-economic-devel/,"July 10, 2013",Charlene Lima,true
Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,https://www.politifact.com/factchecks/2013/jul/10/americans-prosperity-georgia-chapter/group-wants-georgia-block-solar-requirement/,"July 10, 2013",Americans for Prosperity Georgia chapter,half-true
"Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a  ""mandatory vaginal probe.""",https://www.politifact.com/factchecks/2013/jul/09/rachel-maddow/rachel-maddow-says-ohio-budget-includes-requiremen/,"July 9, 2013",Rachel Maddow,pants-fire
"Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.""",https://www.politifact.com/factchecks/2013/jul/09/chain-email/illegal-immigrants-are-covered-under-health-care-l/,"July 9, 2013",Chain email,pants-fire
